,dance,mode,energy,key,loudness,speech,acous,instrum,live,valence,tempo,duration_(ms),id_check,popularity,name,artist,album,id
113,0.656,0,0.902,11,-4.291,0.0422,0.000369,0.0273,0.0982,0.755,121.994,179933,2MUZTpr1WsUKOzfTM9SRgt,50,eez-eh,Kasabian,48:13 (Deluxe),2MUZTpr1WsUKOzfTM9SRgt
114,0.568,0,0.837,2,-7.744,0.059,0.238,0.328,0.0754,0.833,111.186,336667,6mkBbzyfK0EpywDk17taBg,43,Trampled Under Foot - Remaster,Led Zeppelin,Mothership (Remastered),6mkBbzyfK0EpywDk17taBg
115,0.442,1,0.337,6,-10.446,0.0262,0.723,0.0,0.199,0.665,98.896,154847,2hAd2aLsMl0mHiHmQksxuC,5,"Baby, I'm Yours (From ""Baby Driver"")",Various Artists,Baby Drive (Soundtrack Inspired By The Movie),2hAd2aLsMl0mHiHmQksxuC
116,0.717,1,0.493,5,-11.532,0.0415,0.119,0.906,0.0937,0.876,107.29,151367,2LsZg66G4QkGpWJbuS1uw5,22,"Egyptian Reggae (From ""Baby Driver"")",Various Artists,Baby Drive (Soundtrack Inspired By The Movie),2LsZg66G4QkGpWJbuS1uw5
117,0.75,1,0.64,7,-8.492,0.0429,0.0123,9.27e-05,0.178,0.871,127.989,198000,7omLz9URIPEbudzEI0QKKT,4,"Canned Heat (From ""Baby Driver"")",Various Artists,Baby Drive (Soundtrack Inspired By The Movie),7omLz9URIPEbudzEI0QKKT
118,0.901,1,0.781,1,-4.322,0.0425,0.447,3.15e-06,0.0218,0.748,110.022,200000,1PimTonxF1CF0ZCxK0jzSr,4,"Hollaback Girl (From ""Baby Driver"")",Various Artists,Baby Drive (Soundtrack Inspired By The Movie),1PimTonxF1CF0ZCxK0jzSr
119,0.352,0,0.842,11,-9.168,0.389,0.361,0.0142,0.79,0.351,138.109,310013,4ObxJP7kYUkBqpiklCzrBo,46,Brighton Rock - Remastered 2011,Queen,Sheer Heart Attack (Deluxe Remastered Version),4ObxJP7kYUkBqpiklCzrBo
120,0.532,1,0.767,7,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,2SiXAy7TuUkycRVbbWDEpo,79,You Shook Me All Night Long,AC/DC,Back In Black,2SiXAy7TuUkycRVbbWDEpo
121,0.457,1,0.904,2,-5.303,0.0747,0.000239,0.0879,0.396,0.48,141.038,317427,0C80GCp0mMuBzLf3EAXqxv,72,Shoot to Thrill,AC/DC,Back In Black,0C80GCp0mMuBzLf3EAXqxv
122,0.512,0,0.405,10,-13.649,0.299,0.727,0.0,0.726,0.516,159.745,198827,6y2DmxDs19Bw8ExsNLHy2d,46,Debora,T. Rex,Live In Concert,6y2DmxDs19Bw8ExsNLHy2d
123,0.647,1,0.512,7,-13.619,0.0745,0.0504,0.925,0.0989,0.582,116.981,119827,2jfiDZCg4UjLJEFktdcAV4,45,Unsquare Dance,Dave Brubeck,Dave Brubeck's Greatest Hits,2jfiDZCg4UjLJEFktdcAV4
124,0.74,1,0.301,8,-11.975,0.0467,0.428,0.0,0.0782,0.669,113.61,177000,35w6fQ0Wnuv7aIryRx7gTq,57,B-A-B-Y,Carla Thomas,Carla,35w6fQ0Wnuv7aIryRx7gTq
125,0.686,1,0.627,5,-10.925,0.0371,0.459,0.00515,0.0838,0.783,116.574,168293,1cvOJ4I6Me1RMCNEB5UFjt,0,Harlem Shuffle,Various Artists,Brothers In Blues & Sisters In Soul,1cvOJ4I6Me1RMCNEB5UFjt
126,0.671,1,0.742,5,-9.912,0.0441,0.121,0.679,0.0601,0.897,89.748,135240,5gJKsGij5oGt5H5RSFYXPa,59,Tequila,The Champs,Greatest Hits / Tequila,5gJKsGij5oGt5H5RSFYXPa
127,0.312,1,0.816,2,-7.527,0.0473,0.0372,8.53e-05,0.159,0.551,140.744,393760,1JVsEciUZKtji9oAC9LMz1,35,Chemical World - 2012 Remaster,Blur,Modern Life Is Rubbish,1JVsEciUZKtji9oAC9LMz1
128,0.262,1,0.818,2,-5.538,0.152,0.0218,0.916,0.276,0.395,183.629,402867,2uzyiRdvfNI5WxUiItv1y9,52,Hocus Pocus,Focus,The Best Of Focus / Hocus Pocus (Incl WC 2010 Version of 'Hocus Pocus'),2uzyiRdvfNI5WxUiItv1y9
129,0.532,1,0.538,10,-8.875,0.0337,0.655,0.142,0.254,0.398,90.819,174120,0vhTFO8vmh76U1537W9S8F,35,The Edge - Digital Remaster/2005,David Axelrod,The Edge: David Axelrod At Capitol Records 1966-1970,0vhTFO8vmh76U1537W9S8F
130,0.611,1,0.597,0,-7.864,0.0764,0.303,0.0082,0.0605,0.385,147.507,343360,6aLmvz0CPeCNHCXK2H5QIC,53,Debra,Beck,Midnite Vultures,6aLmvz0CPeCNHCXK2H5QIC
131,0.904,0,0.431,11,-10.14,0.116,0.191,0.00179,0.0928,0.751,127.57,175627,2qmHhaOmlcKDeGfipGhF1j,59,Africa Unite,Bob Marley & The Wailers,Survival,2qmHhaOmlcKDeGfipGhF1j
132,0.877,1,0.534,1,-6.178,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,197560,6e8Ou0wiqAzIpWb2eSxll8,70,Miami,Will Smith,Big Willie Style,6e8Ou0wiqAzIpWb2eSxll8
133,0.653,1,0.73,5,-10.613,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,5SZ6zX4rOrEQferfFC2MfP,74,Walk This Way,Aerosmith,Toys In The Attic,5SZ6zX4rOrEQferfFC2MfP
134,0.837,0,0.38,7,-13.341,0.064,0.541,0.00789,0.198,0.892,104.995,267947,5SI6jYhKUWm1qnaheTm4Zw,0,Dreadlock Holiday,10cc,Bloody Tourists,5SI6jYhKUWm1qnaheTm4Zw
135,0.844,1,0.436,7,-12.015,0.32,0.188,0.00283,0.0578,0.878,128.829,311427,1PS6ve1nbEWEkv3HUGwoFO,0,Lively Up Yourself,Bob Marley & The Wailers,Natty Dread (Remastered),1PS6ve1nbEWEkv3HUGwoFO
136,0.5,0,0.824,4,-5.846,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,0MKGH8UMfCnq5w7nG06oM5,76,Come As You Are,Nirvana,Nevermind (Deluxe Edition),0MKGH8UMfCnq5w7nG06oM5
137,0.445,1,0.68,8,-11.338,0.0528,0.378,0.000209,0.102,0.75,163.664,195760,5Bh8l8evdBSIoaK6EP1bWI,55,Baby Driver,Simon & Garfunkel,Bridge Over Troubled Water,5Bh8l8evdBSIoaK6EP1bWI
138,0.377,0,0.909,5,-4.499,0.0791,0.0042,0.264,0.0989,0.379,130.947,234962,4MjsKVBmujqDYRjzZczEjG,35,Nowhere to Run,BOGA,Nowhere to Run,4MjsKVBmujqDYRjzZczEjG
139,0.891,1,0.673,5,-8.703,0.0792,0.229,0.132,0.159,0.886,128.222,157667,7reGxEWg0JGotK561kvmqa,28,I Got The Feelin',James Brown,20 All-Time Greatest Hits!,7reGxEWg0JGotK561kvmqa
140,0.577,1,0.619,8,-7.329,0.221,0.00223,2.39e-05,0.178,0.409,81.336,206747,2ouMVpv6OJglrFHg2GQPwd,47,Chase Me (feat. Run The Jewels & Big Boi) - Single Version - Music From The Motion Picture Baby Driver,Danger Mouse,Chase Me (feat. Run The Jewels & Big Boi),2ouMVpv6OJglrFHg2GQPwd
141,0.797,1,0.983,6,-6.35,0.166,0.0346,0.36,0.316,0.374,99.096,241933,6DNvNFhGQvEYbQSKtwewy0,0,Holy Calamity [Bear Witness II],Handsome Boy Modeling School,So..Hows Your Girl,6DNvNFhGQvEYbQSKtwewy0
142,0.591,0,0.95,2,-8.754,0.0613,0.0173,0.935,0.166,0.846,121.707,135307,0GBAxPHZY81xbNCZcxjcEs,44,Bongolia,Incredible Bongo Band,40 Years of the Incredible Bongo Band,0GBAxPHZY81xbNCZcxjcEs
143,0.642,0,0.92,2,-2.378,0.0523,0.132,0.0118,0.125,0.961,129.35,170107,0hA6gpx876uv2z7vROkFzw,34,Nowhere To Run - Single Version / Mono,Martha Reeves & The Vandellas,The Ultimate Collection: Martha Reeves & The Vandellas,0hA6gpx876uv2z7vROkFzw
144,0.444,1,0.295,1,-9.098,0.0296,0.474,0.000715,0.0929,0.245,137.529,195867,0IBUFi55OCMR5HrDHB1lEo,0,When Something Is Wrong With My Baby,Various Artists,Dead Presidents Volume II / Music From The Motion Picture,0IBUFi55OCMR5HrDHB1lEo
145,0.504,0,0.719,1,-9.155,0.0431,0.00878,0.00149,0.075,0.177,102.144,386707,4Zau4QvgyxWiWQ5KQrwL43,61,Radar Love,Golden Earring,The Long Versions - Part One,4Zau4QvgyxWiWQ5KQrwL43
146,0.567,0,0.575,10,-7.769,0.029,0.126,0.000103,0.114,0.333,133.1,256547,210g0ApTMDQvGFTWSnioAA,45,Easy,Commodores,The Commodores: The Definitive Collection,210g0ApTMDQvGFTWSnioAA
147,0.437,0,0.864,1,-8.334,0.0586,0.00395,0.0,0.0804,0.585,88.445,161573,7abNwHdN34BP9q4tKfKeMg,47,Neat Neat Neat,The Damned,Damned Damned Damned,7abNwHdN34BP9q4tKfKeMg
148,0.384,1,0.419,5,-9.712,0.0426,0.822,0.00152,0.267,0.427,98.637,140453,3DofkfU0559aayAElVjEIr,34,Laughing on the Outside,Various Artists,Cleopatra Girls,3DofkfU0559aayAElVjEIr
149,0.519,1,0.835,7,-7.131,0.0333,0.075,0.715,0.384,0.694,135.924,188333,1cltHR5AmG5aXn0JGVjZeS,0,T.B. JerK +++,Pascal Comelade,Traité de guitarres triolectiques,1cltHR5AmG5aXn0JGVjZeS
150,0.766,0,0.483,4,-8.425,0.0352,0.0811,0.00246,0.126,0.929,144.376,164747,7Ddq6LRk5FaqPHSphrV1ls,0,Keep On Running,The Spencer Davis Group,I Can't Get Enough of It,7Ddq6LRk5FaqPHSphrV1ls
151,0.617,0,0.886,4,-7.092,0.132,0.396,0.005,0.14,0.909,176.563,201867,44cIvXJ4CktWsGtQh9g1jz,39,Rock Me Amadeus,Falco,Greatest Hits,44cIvXJ4CktWsGtQh9g1jz
152,0.205,1,0.952,9,-6.429,0.0821,1.31e-05,0.233,0.0681,0.141,164.813,162147,2iKWWCvl1Ss9uSMwxTy6IO,0,School,Nirvana,Bleach: Deluxe Edition,2iKWWCvl1Ss9uSMwxTy6IO
153,0.584,1,0.919,9,-6.878,0.0328,0.00319,0.689,0.133,0.746,131.291,212056,27O2XbLQvZD57JdaKePZgf,4,Bohemian Like You,Various Artists,The Best Dad In The World...Ever!,27O2XbLQvZD57JdaKePZgf
154,0.743,1,0.836,2,-6.465,0.116,0.0804,0.0,0.384,0.82,113.375,188987,39shmbIHICJ2Wxnk1fPSdz,79,Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),39shmbIHICJ2Wxnk1fPSdz
155,0.417,1,0.647,8,-5.87,0.0296,0.0569,1.67e-06,0.0585,0.339,166.12,262387,41pFyxOpS119Pb8JEzhx0w,57,"Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, The American Idiot Broadway Company)",Green Day,American Idiot - The Original Broadway Cast Recording,41pFyxOpS119Pb8JEzhx0w
156,0.539,0,0.851,6,-7.214,0.0559,0.00473,0.0055,0.0637,0.19,132.943,239846,5o0iUgoa6t7cHWIZfqnKNh,45,California (There Is No End To Love),U2,Songs Of Innocence,5o0iUgoa6t7cHWIZfqnKNh
157,0.316,0,0.484,9,-9.11,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907,4mn2kNTqiGLwaUR8JdhJ1l,75,House of the Rising Sun,The Animals,The Singles Plus,4mn2kNTqiGLwaUR8JdhJ1l
158,0.37,0,0.96,3,-4.162,0.0378,0.000241,0.0116,0.0563,0.717,89.428,224133,5kr3j5Clb9rjEposoMyLVt,69,Welcome to Paradise,Green Day,Dookie,5kr3j5Clb9rjEposoMyLVt
159,0.668,1,0.921,7,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440,3lPr8ghNDBLc2uZovNyLs9,77,Supermassive Black Hole,Muse,Black Holes and Revelations,3lPr8ghNDBLc2uZovNyLs9
160,0.357,1,0.653,9,-5.554,0.0654,0.0828,0.0,0.0844,0.522,176.647,259800,00qOE7OjRl0BpYiCiweZB2,69,Juke Box Hero,Foreigner,4 (Expanded),00qOE7OjRl0BpYiCiweZB2
161,0.549,1,0.207,7,-12.715,0.0431,0.835,0.567,0.0849,0.333,127.439,181373,3SNIYOTmrXaErD3i1ygWmn,40,Early In the Morning - 2006 Remastered Version,Alexis Korner's Blues Incorporated,Alexis Korner's Blues Incorporated (Expanded Edition;2006 Remastered Version),3SNIYOTmrXaErD3i1ygWmn
162,0.319,1,0.279,8,-12.022,0.0288,0.835,0.0,0.0682,0.464,69.392,162920,1LffA4VNOpo7ixaUlx2IS8,0,Zu Zu,Various Artists,Doo Wop Shop,1LffA4VNOpo7ixaUlx2IS8
163,0.708,0,0.675,10,-8.813,0.123,0.0826,0.0,0.0505,0.939,158.154,229333,12EtO7ikUVd8shHYRvBDHV,0,If Jah,Various Artists,Reggae Gold 1997,12EtO7ikUVd8shHYRvBDHV
164,0.319,1,0.712,8,-9.742,0.0535,0.242,0.000414,0.294,0.773,78.114,266720,2iAq1y8jEVOQM6OA8L0XtO,0,The Boys Are Back In Town,Thin Lizzy,Jailbreak (Deluxe Edition),2iAq1y8jEVOQM6OA8L0XtO
165,0.654,1,0.953,0,-6.954,0.0915,0.0399,5.35e-06,0.0523,0.769,139.029,182053,4nOM6jFNyZuH48MxOKhE3j,0,Smokey Joe's La La,Googie Rene,Smokey Joe's LA LA,4nOM6jFNyZuH48MxOKhE3j
166,0.39,0,0.625,9,-7.813,0.0537,0.36,0.0,0.0663,0.514,144.338,134387,3v9xlH6BpmRbqL7hgNJhfT,66,I Get Around (Mono),The Beach Boys,All Summer Long (Mono & Stereo),3v9xlH6BpmRbqL7hgNJhfT
167,0.55,1,0.854,3,-5.968,0.036,0.661,0.0,0.112,0.965,159.231,149373,0wz1LjDb9ZNEYwOmDJ3Q4b,71,Surfin' U.S.A. - Remastered 2001,The Beach Boys,Surfin' USA (Remastered),0wz1LjDb9ZNEYwOmDJ3Q4b
168,0.605,0,0.531,6,-14.007,0.0347,0.307,0.00545,0.194,0.58,132.874,282800,0fNRP7t5ObZ5OQMpD8BB9N,0,(You're A) Strange Animal,Gowan,Strange Animal,0fNRP7t5ObZ5OQMpD8BB9N
169,0.563,1,0.915,7,-5.062,0.08,0.247,8.46e-05,0.0613,0.71,136.345,142227,3okPiJwW5nCLpug12sCL4p,0,All Day and All of the Night,The Kinks,Kinks (Deluxe Edition),3okPiJwW5nCLpug12sCL4p
170,0.581,1,0.624,9,-8.346,0.0777,0.0987,0.0,0.0411,0.637,139.714,151293,4vO9dmzNRqDhFY3jD1a3P7,69,Mississippi Queen,Mountain,Climbing!,4vO9dmzNRqDhFY3jD1a3P7
171,0.502,1,0.754,7,-4.87,0.0316,0.0321,2.03e-05,0.151,0.39,78.513,339187,6Dwy69C8556LxhPlKAMD1K,0,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Bon Jovi,Bon Jovi Greatest Hits - The Ultimate Collection (Int'l Deluxe Package),6Dwy69C8556LxhPlKAMD1K
172,0.488,1,0.0629,2,-21.524,0.0342,0.843,0.406,0.133,0.175,104.311,175040,644es5aYPJghtZLjM1rmSP,64,Concerning Hobbits,Various Artists,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),644es5aYPJghtZLjM1rmSP
173,0.671,1,0.373,9,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,2374M0fQpWi3dLnB54qaLX,82,Africa,TOTO,Toto IV,2374M0fQpWi3dLnB54qaLX
174,0.644,1,0.814,11,-6.036,0.0385,0.00933,0.000617,0.107,0.965,138.999,196680,4bFm79yfwt8CLDFpuBELtP,0,Pump It Up,Elvis Costello & The Attractions,This Year's Model,4bFm79yfwt8CLDFpuBELtP
175,0.346,1,0.768,9,-5.695,0.0377,0.00603,0.38,0.0244,0.532,169.492,210160,0NWPxcsf5vdjdiFUI8NgkP,70,Hey Joe,Jimi Hendrix,Are You Experienced,0NWPxcsf5vdjdiFUI8NgkP
176,0.288,0,0.794,10,-3.439,0.133,0.00522,3.17e-05,0.0889,0.607,104.471,252227,1odEpn9xw2Hom1tRxS1IHR,49,Better Strangers,Royal Blood,Royal Blood,1odEpn9xw2Hom1tRxS1IHR
177,0.489,1,0.724,5,-8.367,0.0352,0.313,0.185,0.287,0.15,117.292,300400,2KmEgiY8fQs0G6WNxtzQKr,0,Baba O'Riley,The Who,Who's Next (Deluxe Edition),2KmEgiY8fQs0G6WNxtzQKr
178,0.667,1,0.755,9,-7.246,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,286220,6gXrEUzibufX9xYPk3HD5p,72,Life in the Fast Lane - 2013 Remaster,Eagles,Hotel California (2013 Remaster),6gXrEUzibufX9xYPk3HD5p
179,0.38,1,0.76,9,-10.961,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,24NwBd5vZ2CK8VOQVnqdxr,73,Sweet Emotion,Aerosmith,Toys In The Attic,24NwBd5vZ2CK8VOQVnqdxr
180,0.491,1,0.583,7,-10.964,0.0376,0.185,0.0,0.406,0.908,150.566,183307,3yrSvpt2l1xhsV9Em88Pul,78,Brown Eyed Girl,Van Morrison,Blowin' Your Mind!,3yrSvpt2l1xhsV9Em88Pul
181,0.483,1,0.615,2,-8.538,0.0497,0.452,0.000414,0.0512,0.594,80.576,517125,6Vjk8MNXpQpi0F4BefdTyq,71,Kashmir - Remaster,Led Zeppelin,Physical Graffiti (Deluxe Edition),6Vjk8MNXpQpi0F4BefdTyq
182,0.533,0,0.376,9,-11.913,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947,2EqlS6tkEnglzr7tkKAAYD,77,Come Together - Remastered 2009,The Beatles,Abbey Road (Remastered),2EqlS6tkEnglzr7tkKAAYD
183,0.651,1,0.661,9,-11.405,0.0511,0.265,0.00313,0.106,0.489,156.371,378707,3x2bXiU0o4WbsPkawXlfDA,0,Who Are You,The Who,Who Are You (Remastered),3x2bXiU0o4WbsPkawXlfDA
184,0.314,1,0.855,2,-7.907,0.034,0.447,0.854,0.173,0.855,104.983,451160,7kl337nuuTTVcXJiQqBgwJ,0,Jessica - Unedited Version,Allman Brothers Band,Brothers And Sisters (Deluxe Edition),7kl337nuuTTVcXJiQqBgwJ
185,0.41,1,0.53,2,-10.793,0.0342,0.126,2.36e-05,0.285,0.263,128.556,221693,2X59ZxwE9x4pWnxsxKhr1E,0,Behind Blue Eyes,The Who,Who's Next (Remastered),2X59ZxwE9x4pWnxsxKhr1E
186,0.596,0,0.811,1,-5.501,0.0587,0.00458,1.62e-05,0.0971,0.475,100.032,226093,5Q6BEkgHxYuEJmHidFLy9L,50,Hole in Your Heart,Royal Blood,How Did We Get So Dark?,5Q6BEkgHxYuEJmHidFLy9L
187,0.651,1,0.801,0,-7.34,0.0514,0.123,0.0,0.0825,0.776,133.769,200480,5jzma6gCzYtKB1DbEwFZKH,71,London Calling - Remastered,The Clash,London Calling (Remastered),5jzma6gCzYtKB1DbEwFZKH
188,0.484,1,0.711,2,-7.784,0.0331,0.0183,0.173,0.0941,0.49,148.189,503067,2f0P7iELCvAlV8j6Z3rGDE,68,Stranglehold,Ted Nugent,Ted Nugent,2f0P7iELCvAlV8j6Z3rGDE
189,0.699,1,0.502,9,-12.526,0.0278,0.0607,0.0337,0.317,0.676,105.267,221640,2udGjDmpK1dH9VGyw7nrei,70,Cocaine,Eric Clapton,Slowhand 35th Anniversary,2udGjDmpK1dH9VGyw7nrei
190,0.692,0,0.711,0,-7.498,0.0317,0.225,0.0,0.12,0.875,125.135,216933,1TfqLAPs4K3s2rJMoCokcS,82,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,Sweet Dreams (Are Made Of This),1TfqLAPs4K3s2rJMoCokcS
191,0.377,1,0.682,7,-8.039,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133,32kgOw8wejH7zUhtXCM8DH,0,More Than a Feeling,Boston,Boston,32kgOw8wejH7zUhtXCM8DH
192,0.548,0,0.691,4,-13.553,0.0369,0.015,0.106,0.144,0.667,137.145,261933,4KfSdst7rW39C0sfhArdrz,74,Barracuda,Heart,Little Queen,4KfSdst7rW39C0sfhArdrz
193,0.438,1,0.805,8,-6.237,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,2aoo2jlRnM3A0NyLQqMN2f,76,All Along the Watchtower,Jimi Hendrix,Electric Ladyland,2aoo2jlRnM3A0NyLQqMN2f
194,0.693,1,0.497,2,-7.316,0.119,0.679,0.0,0.258,0.473,81.308,122067,54flyrjcdnQdco7300avMJ,69,We Will Rock You - Remastered 2011,Queen,News Of The World (Deluxe Remastered Version),54flyrjcdnQdco7300avMJ
195,0.608,1,0.524,8,-10.266,0.0309,0.367,0.00254,0.115,0.797,86.204,205613,3lh3iiiJeiBXHSZw6u0kh6,71,Into the Mystic - 2013 Remaster,Van Morrison,Moondance,3lh3iiiJeiBXHSZw6u0kh6
196,0.219,0,0.928,11,-9.997,0.0697,0.001,2.43e-06,0.341,0.446,197.462,185133,4pj8ElgSWmmy5LT9a7jb0s,52,Toys In The Attic,Aerosmith,Toys In The Attic,4pj8ElgSWmmy5LT9a7jb0s
197,0.741,1,0.697,0,-7.028,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133,2LawezPeJhN4AWuSB0GtAU,79,Have You Ever Seen The Rain,Creedence Clearwater Revival,Pendulum (40th Anniversary Edition),2LawezPeJhN4AWuSB0GtAU
198,0.713,1,0.931,6,-2.965,0.0394,0.219,0.0,0.0694,0.963,124.127,194147,1lhpxZT57yw5toGJtt8fGE,1,Old Time Rock & Roll,Bob Seger,Stranger In Town,1lhpxZT57yw5toGJtt8fGE
199,0.645,0,0.598,1,-13.18,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267,7Ar4G7Ci11gpt6sfH9Cgz5,75,Listen to the Music,The Doobie Brothers,Toulouse Street,7Ar4G7Ci11gpt6sfH9Cgz5
200,0.695,1,0.817,5,-8.406,0.0341,0.154,0.171,0.144,0.97,122.003,212927,1BXO5XG7ctHzjzpRRKlWZd,0,Start Me Up - Remastered,The Rolling Stones,"Jump Back - The Best Of The Rolling Stones, '71 - '93",1BXO5XG7ctHzjzpRRKlWZd
201,0.514,0,0.898,11,-6.765,0.0577,0.00488,0.0345,0.0746,0.353,123.067,287907,7clUVcSOtkNWa58Gw5RfD4,70,Speed of Sound,Coldplay,X&Y,7clUVcSOtkNWa58Gw5RfD4
202,0.674,1,0.686,2,-11.927,0.0597,0.29,0.00322,0.189,0.814,124.204,187173,4MlXFjRO6N7NXvMqPlH35o,52,Free Ride,The Edgar Winter Group,They Only Come Out At Night,4MlXFjRO6N7NXvMqPlH35o
203,0.726,1,0.781,4,-5.898,0.0678,0.598,2.31e-06,0.275,0.818,112.304,199667,6VWqYRxwX6xaoZMjQR7iOX,0,I've Been Everywhere,Johnny Cash,Unchained,6VWqYRxwX6xaoZMjQR7iOX
204,0.723,1,0.863,2,-7.89,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813,2PzU4IB8Dr6mxV3lHuaG34,77,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,Out Of Our Heads,2PzU4IB8Dr6mxV3lHuaG34
205,0.353,1,0.707,9,-6.656,0.0389,0.131,0.0048,0.123,0.264,143.178,293733,1dJaVMVFxLJK9b1rbFgWk2,0,You Don't Understand Me,The Raconteurs,Consolers Of The Lonely,1dJaVMVFxLJK9b1rbFgWk2
206,0.515,1,0.534,6,-8.045,0.0768,0.181,0.00278,0.0547,0.426,70.776,145747,1Eolhana7nKHYpcYpdVcT5,70,Little Wing,Jimi Hendrix,Axis: Bold As Love,1Eolhana7nKHYpcYpdVcT5
207,0.526,1,0.978,8,-5.436,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227,05RgAMGypEvqhNs5hPCbMS,72,Panama - 2015 Remaster,Van Halen,1984 (Remastered),05RgAMGypEvqhNs5hPCbMS
208,0.329,0,0.974,3,-8.77,0.135,0.000852,0.000118,0.0904,0.234,140.862,166920,6EPRKhUOdiFSQwGBRBbvsZ,74,Ace of Spades,Motörhead,Ace of Spades (Expanded Edition),6EPRKhUOdiFSQwGBRBbvsZ
209,0.533,1,0.905,2,-5.27,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,0wJoRiX5K5BxlqZTolB2LD,71,Purple Haze,Jimi Hendrix,Are You Experienced,0wJoRiX5K5BxlqZTolB2LD
210,0.385,1,0.783,9,-2.533,0.233,0.000269,0.47,0.108,0.902,176.701,134467,4KcH1ZRV2W1q7Flq0QqC76,71,Blitzkrieg Bop - 2016 Remaster,Ramones,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),4KcH1ZRV2W1q7Flq0QqC76
211,0.519,1,0.934,7,-7.137,0.0471,0.000312,0.00457,0.137,0.586,138.162,201867,2DyHhPyCZgZzNXn1IrtsTu,62,Any Way You Want It,Journey,The Essential Journey,2DyHhPyCZgZzNXn1IrtsTu
212,0.508,1,0.834,2,-6.205,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053,0GONea6G2XdnHWjNZd6zt3,81,Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),0GONea6G2XdnHWjNZd6zt3
213,0.437,0,0.864,4,-7.842,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,0D58ERdLBDRgT86BPnH8ps,51,Black Dog - Remaster,Led Zeppelin,Led Zeppelin IV (Remaster),0D58ERdLBDRgT86BPnH8ps
214,0.559,1,0.687,0,-10.912,0.0311,0.0591,3.59e-05,0.0896,0.854,122.666,250307,2tyW1uBUnYMKAFEfKDKi9B,0,Livin' On A Prayer,Bon Jovi,Slippery When Wet,2tyW1uBUnYMKAFEfKDKi9B
215,0.297,1,0.742,7,-5.037,0.0425,0.0133,0.000114,0.128,0.0595,97.913,274240,15bktuJ45m7p8vb455dEIA,0,Rich Kid Blues,The Raconteurs,Consolers Of The Lonely,15bktuJ45m7p8vb455dEIA
216,0.661,1,0.908,5,-4.897,0.039,0.052,0.0,0.0708,0.656,144.091,296080,7aHRctaQ7vjxVTVmY8OhAA,0,We Built This City,Starship,Knee Deep In The Hoopla,7aHRctaQ7vjxVTVmY8OhAA
217,0.573,0,0.902,6,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,2WfaOiMkCvy7F5fcp2zZ8L,84,Take on Me,a-ha,Hunting High and Low,2WfaOiMkCvy7F5fcp2zZ8L
218,0.5,1,0.748,4,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852,250987,4bHsxqR3GMrXTxEPLuK5ue,81,Don't Stop Believin',Journey,Escape,4bHsxqR3GMrXTxEPLuK5ue
219,0.566,1,0.769,4,-4.973,0.0469,0.0597,0.0,0.579,0.324,159.651,204480,0q4xWbV08szzUpGPhVsrcD,0,Kids In America,Kim Wilde,The Very Best Of Kim Wilde,0q4xWbV08szzUpGPhVsrcD
220,0.564,1,0.911,2,-5.39,0.0536,0.159,4.36e-05,0.118,0.582,173.938,226293,4YR6Dextuoc3I8nJ0XgzKI,66,"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,The Essential Kenny Loggins,4YR6Dextuoc3I8nJ0XgzKI
221,0.69,1,0.54,4,-10.516,0.0317,0.218,0.00657,0.115,0.764,114.846,222733,6i8ecOsx4J2Px1maiqzqoG,0,Everywhere,Fleetwood Mac,Tango In The Night,6i8ecOsx4J2Px1maiqzqoG
